,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
294,294,12831,bmw, 6 Series,2016,Semi-Auto,15668,Petrol,260.0,35.8,3.0,26580
295,295,12832,bmw, 7 Series,2017,Automatic,36500,Diesel,145.0,57.6,3.0,29999
296,296,12833,vw, Arteon,2019,Automatic,7148,Diesel,145.0,50.4,2.0,29990
297,297,12836,skoda, Scala,2019,Semi-Auto,8471,Petrol,150.0,47.1,1.0,15596
298,298,12838,vw, Arteon,2019,Manual,7998,Diesel,145.0,52.3,2.0,24495
299,299,12841,merc, V Class,2017,Automatic,14311,Diesel,235.0,44.8,2.1,36990
300,300,12843,ford, Galaxy,2018,Manual,34615,Diesel,145.0,56.5,2.0,18000
301,301,12848,vw, Beetle,2016,Manual,35916,Petrol,150.0,47.1,1.4,14991
302,302,12850,merc, V Class,2018,Manual,21525,Diesel,145.0,46.3,2.1,19498
303,303,12853,toyota, Avensis,2017,Manual,51681,Diesel,145.0,61.4,2.0,11199
304,304,12855,toyota, Verso,2016,Semi-Auto,36318,Petrol,160.0,43.5,1.8,12495
305,305,12858,skoda, Yeti,2016,Manual,14334,Petrol,125.0,51.4,1.2,12395
306,306,12859,skoda, Rapid,2017,Manual,26858,Diesel,20.0,74.3,1.4,8995
307,307,12860,audi, RS6,2015,Automatic,35000,Petrol,325.0,29.4,4.0,44944
308,308,12861,audi, RS5,2019,Automatic,5000,Petrol,145.0,30.1,2.9,54000
309,309,12862,merc, M Class,2011,Automatic,131000,Diesel,555.0,31.0,3.0,7995
310,310,12866,merc, G Class,2015,Semi-Auto,10000,Petrol,570.0,20.5,5.5,99850
311,311,12869,skoda, Rapid,2017,Manual,23000,Petrol,150.0,61.4,1.0,8199
312,312,12870,hyundi, IX20,2017,Automatic,17736,Petrol,150.0,43.5,1.6,10399
313,313,12872,bmw, M4,2019,Automatic,99,Petrol,145.0,34.0,3.0,45999
314,314,12873,ford, Edge,2016,Manual,30282,Diesel,205.0,47.9,2.0,19991
315,315,12874,hyundi, I800,2019,Manual,5137,Diesel,145.0,31.7,2.5,18497
316,316,12877,audi, A8,2018,Semi-Auto,3027,Diesel,145.0,40.4,3.0,37750
317,317,12878,vw, Caddy Maxi Life,2019,Semi-Auto,10194,Diesel,150.0,44.1,2.0,18695
318,318,12881,ford, KA,2016,Manual,13592,Petrol,30.0,57.7,1.2,6500
319,319,12882,ford, Puma,2019,Manual,300,Petrol,145.0,50.4,1.0,21000
320,320,12887,vauxhall, Zafira Tourer,2017,Manual,18477,Petrol,150.0,41.5,1.4,12995
321,321,12892,toyota, Prius,2016,Automatic,35373,Hybrid,0.0,85.6,1.8,18004
322,322,12893,vauxhall, GTC,2018,Manual,11882,Petrol,145.0,36.2,2.0,18998
323,323,12895,audi, RS4,2015,Semi-Auto,35905,Petrol,565.0,26.4,4.2,29995
324,324,12896,bmw, 7 Series,2014,Automatic,78094,Diesel,160.0,50.4,3.0,13600
325,325,12897,vw, Tiguan Allspace,2019,Automatic,3698,Diesel,145.0,39.2,2.0,30299
326,326,12902,vw, Scirocco,2017,Manual,5396,Petrol,150.0,52.3,1.4,14498
327,327,12907,ford, Grand Tourneo Connect,2016,Automatic,45228,Diesel,125.0,56.6,1.5,12157
328,328,12912,merc, CLA Class,2013,Automatic,74194,Diesel,30.0,62.8,2.1,13000
329,329,12918,hyundi, IX20,2011,Manual,23000,Petrol,120.0,50.4,1.4,4750
330,330,12919,skoda, Roomster,2014,Manual,51956,Petrol,145.0,49.6,1.2,6295
331,331,12936,merc, X-CLASS,2017,Manual,6000,Diesel,260.0,37.2,2.3,26990
332,332,12938,vw, Scirocco,2017,Automatic,13695,Petrol,145.0,44.1,2.0,15900
333,333,12939,vw, Amarok,2019,Automatic,6317,Diesel,260.0,33.6,3.0,32990
334,334,12946,bmw, Z4,2009,Manual,76000,Petrol,325.0,30.1,3.0,9490
335,335,12947,ford, Mustang,2016,Manual,11600,Petrol,580.0,20.9,5.0,27925
336,336,12950,ford, KA,2015,Manual,19502,Petrol,30.0,57.7,1.2,4698
337,337,12954,hyundi, IX35,2015,Manual,33177,Diesel,160.0,51.4,2.0,10199
338,338,12955,vw, Scirocco,2017,Manual,30186,Petrol,150.0,52.3,1.4,14500
339,339,12958,vw, Arteon,2019,Automatic,11506,Diesel,145.0,50.4,2.0,29991
340,340,12960,vw, Caravelle,2019,Semi-Auto,12192,Diesel,145.0,32.8,2.0,39995
341,341,12961,skoda, Rapid,2019,Manual,13579,Petrol,145.0,58.9,1.0,9550
342,342,12964,skoda, Kamiq,2019,Manual,10,Petrol,145.0,47.1,1.5,19490
343,343,12965,merc, CLS Class,2017,Automatic,39040,Diesel,145.0,57.7,2.1,19000
344,344,12970,bmw, M4,2019,Semi-Auto,19322,Petrol,150.0,34.0,3.0,40950
345,345,12974,ford, Grand C-MAX,2014,Manual,70000,Diesel,125.0,57.7,1.6,7490
346,346,12979,vauxhall, Combo Life,2019,Manual,2721,Petrol,145.0,42.2,1.2,14244
347,347,12981,vw, Jetta,2007,Automatic,55000,Diesel,190.0,45.6,2.0,4450
348,348,12982,merc, M Class,2011,Automatic,69000,Diesel,555.0,32.5,3.0,10990
349,349,12985,hyundi, IX20,2017,Automatic,20673,Petrol,150.0,43.5,1.6,9998
350,350,12986,audi, RS4,2014,Semi-Auto,58460,Petrol,555.0,26.4,4.2,26490
351,351,12988,toyota, Prius,2019,Automatic,13772,Hybrid,135.0,235.0,1.8,22495
352,352,12989,merc, CLS Class,2013,Automatic,48500,Diesel,145.0,54.3,2.1,13495
353,353,12992,hyundi, IX20,2017,Manual,11567,Petrol,145.0,50.4,1.4,9500
354,354,12993,toyota, Verso,2017,Manual,13918,Petrol,200.0,41.5,1.6,14495
355,355,12996,ford, Edge,2017,Automatic,33576,Diesel,160.0,48.7,2.0,20250
356,356,12998,vw, Amarok,2019,Automatic,6800,Diesel,260.0,36.2,3.0,31995
357,357,12999,vw, Arteon,2019,Automatic,4560,Diesel,145.0,44.1,2.0,24800
358,358,13000,vw, Amarok,2016,Automatic,29500,Diesel,265.0,35.3,2.0,22794
359,359,13001,audi, S3,2015,Manual,32000,Petrol,200.0,39.8,2.0,18790
360,360,13002,hyundi, Santa Fe,2017,Automatic,18543,Diesel,140.0,42.8,2.2,19500
361,361,13003,ford, KA,2013,Manual,65000,Petrol,30.0,57.7,1.2,3695
362,362,13004,merc, V Class,2017,Automatic,5000,Diesel,150.0,48.7,2.1,25490
363,363,13012,bmw, X6,2018,Semi-Auto,18212,Diesel,145.0,40.9,3.0,38995
364,364,13013,hyundi, I800,2018,Automatic,35757,Diesel,145.0,28.0,2.5,16990
365,365,13016,vw, Arteon,2019,Semi-Auto,2313,Petrol,145.0,48.7,1.5,23798
366,366,13017,ford, KA,2014,Manual,34000,Petrol,30.0,57.7,1.2,4650
367,367,13020,merc, CLS Class,2016,Automatic,48000,Diesel,125.0,57.7,2.1,16990
368,368,13024,merc, S Class,2016,Automatic,75000,Diesel,160.0,50.4,3.0,26495
369,369,13031,merc, CLS Class,2019,Semi-Auto,2352,Diesel,145.0,48.7,2.9,36000
370,370,13034,vw, Scirocco,2016,Manual,42038,Diesel,30.0,53.3,2.0,13495
371,371,13040,skoda, Scala,2019,Automatic,10000,Diesel,145.0,54.3,1.6,20995
372,372,13041,vw, Amarok,2019,Automatic,9893,Diesel,260.0,27.7,3.0,43995
373,373,13042,hyundi, IX35,2014,Manual,35541,Diesel,145.0,53.3,1.7,9800
374,374,13043,vw, Arteon,2019,Semi-Auto,7525,Diesel,145.0,50.4,2.0,25000
375,375,13046,skoda, Yeti,2017,Automatic,10700,Petrol,125.0,51.4,1.2,14495
376,376,13047,vw, Tiguan Allspace,2019,Semi-Auto,10,Petrol,145.0,35.8,1.5,30785
377,377,13049,vw, Scirocco,2016,Semi-Auto,16688,Petrol,0.0,65.7,2.0,13490
378,378,13050,merc, GLS Class,2019,Semi-Auto,6510,Diesel,145.0,37.2,3.0,48249
379,379,13051,vauxhall, Combo Life,2018,Manual,6000,Diesel,145.0,53.3,1.5,14495
380,380,13057,bmw, X4,2015,Semi-Auto,52020,Diesel,145.0,54.3,2.0,19660
381,381,13058,toyota, Prius,2018,Automatic,16347,Hybrid,140.0,235.0,1.8,20495
382,382,13063,hyundi, IX20,2018,Automatic,10166,Petrol,145.0,34.5,1.6,12150
383,383,13064,merc, CLA Class,2020,Automatic,1000,Petrol,145.0,44.8,1.3,29498
384,384,13069,audi, Q8,2018,Semi-Auto,11691,Diesel,145.0,32.8,3.0,59000
385,385,13071,ford, Edge,2017,Automatic,14283,Diesel,145.0,47.9,2.0,22995
386,386,13072,toyota, Avensis,2015,Manual,71000,Diesel,30.0,61.4,2.0,7495
387,387,13073,toyota, Prius,2014,Automatic,47221,Hybrid,0.0,134.5,1.8,15995
388,388,13074,vw, Arteon,2019,Semi-Auto,6882,Diesel,145.0,62.8,2.0,24990
389,389,13079,hyundi, IX20,2018,Manual,15853,Petrol,150.0,50.4,1.4,10690
390,390,13081,vw, Tiguan Allspace,2019,Semi-Auto,1473,Petrol,150.0,35.8,1.5,32201
391,391,13087,hyundi, IX20,2018,Manual,6684,Petrol,150.0,50.4,1.4,12000
392,392,13089,hyundi, I40,2013,Automatic,64672,Diesel,205.0,47.1,1.7,7485
393,393,13096,merc, GL Class,2016,Automatic,26511,Diesel,125.0,56.5,2.1,17999
394,394,13098,vw, Scirocco,2016,Semi-Auto,59257,Diesel,30.0,57.6,2.0,13498
395,395,13106,ford, Galaxy,2016,Manual,10265,Diesel,125.0,56.5,2.0,19500
396,396,13109,audi, Q8,2019,Semi-Auto,5608,Diesel,150.0,33.6,3.0,50990
397,397,13114,toyota, Prius,2017,Automatic,17681,Hybrid,135.0,235.0,1.8,20998
398,398,13115,bmw, M4,2018,Semi-Auto,8326,Petrol,145.0,34.0,3.0,35750
399,399,13116,vw, Scirocco,2016,Manual,30855,Diesel,20.0,67.3,2.0,15890
400,400,13119,ford, Tourneo Custom,2016,Manual,45668,Diesel,200.0,44.8,2.0,16998
401,401,13122,toyota, Avensis,2015,Manual,28434,Diesel,20.0,67.3,1.6,9998
402,402,13126,skoda, Kamiq,2020,Manual,1562,Petrol,150.0,47.9,1.0,19995
403,403,13129,merc, M Class,2014,Automatic,59812,Diesel,300.0,39.2,3.0,16998
404,404,13133,vw, Arteon,2019,Semi-Auto,4482,Diesel,145.0,44.1,2.0,26995
405,405,13134,ford, Grand C-MAX,2019,Automatic,7000,Diesel,145.0,51.4,1.5,16995
406,406,13136,hyundi, IX20,2016,Manual,32001,Petrol,125.0,50.4,1.4,7995
407,407,13140,skoda, Rapid,2017,Manual,13456,Diesel,145.0,74.3,1.4,8065
408,408,13144,vw, Beetle,2015,Manual,39584,Petrol,200.0,42.8,1.4,9430
409,409,13146,ford, Grand Tourneo Connect,2016,Automatic,45670,Diesel,125.0,56.6,1.5,12260
410,410,13147,ford, Galaxy,2019,Manual,3158,Diesel,145.0,45.6,2.0,29499
411,411,13148,merc, V Class,2018,Manual,23128,Diesel,145.0,46.3,2.1,20498
412,412,13150,vw, Beetle,2016,Manual,18600,Petrol,125.0,51.4,1.2,11462
413,413,13152,ford, Edge,2018,Semi-Auto,27215,Diesel,150.0,47.9,2.0,24999
414,414,13153,skoda, Kamiq,2019,Manual,4000,Petrol,145.0,47.1,1.0,18000
415,415,13155,vw, Tiguan Allspace,2019,Semi-Auto,16654,Diesel,145.0,39.2,2.0,23999
416,416,13156,toyota, GT86,2016,Manual,37999,Petrol,265.0,36.2,2.0,13990
417,417,13159,ford, Puma,2019,Manual,1400,Petrol,145.0,50.4,1.0,23750
418,418,13160,vauxhall, Zafira Tourer,2017,Manual,23370,Petrol,200.0,41.5,1.4,10500
419,419,13170,merc, GLB Class,2020,Semi-Auto,2000,Diesel,145.0,46.3,2.0,35400
420,420,13173,vauxhall, GTC,2016,Manual,31050,Diesel,30.0,65.7,1.6,9670
421,421,13174,ford, Edge,2016,Manual,34688,Diesel,200.0,47.9,2.0,17995
422,422,13178,toyota, Verso,2017,Automatic,13900,Petrol,165.0,43.5,1.8,15995
423,423,13181,vauxhall, Zafira Tourer,2017,Automatic,27477,Petrol,200.0,40.9,1.4,11275
424,424,13184,bmw, Z4,2015,Manual,19109,Petrol,200.0,41.5,2.0,14191
425,425,13186,merc, V Class,2018,Manual,26973,Diesel,145.0,46.3,2.1,19998
426,426,13188,bmw, 6 Series,2016,Semi-Auto,30252,Diesel,200.0,49.6,3.0,22495
427,427,13189,hyundi, I800,2019,Automatic,19266,Diesel,145.0,28.0,2.5,20995
428,428,13191,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,28945
429,429,13194,skoda, Scala,2019,Manual,11,Petrol,145.0,49.6,1.0,16995
430,430,13195,hyundi, IX20,2019,Automatic,2122,Petrol,145.0,34.5,1.6,14989
431,431,13197,vw, Scirocco,2017,Manual,11204,Petrol,150.0,52.3,1.4,13800
432,432,13201,vw, Tiguan Allspace,2019,Semi-Auto,4814,Diesel,150.0,39.2,2.0,26998
433,433,13214,bmw, X4,2015,Automatic,54116,Diesel,205.0,47.9,3.0,20250
434,434,13215,merc, CLS Class,2011,Automatic,28738,Diesel,200.0,46.3,3.0,13299
435,435,13216,merc, CLS Class,2015,Automatic,50231,Diesel,125.0,56.5,2.1,16995
436,436,13218,bmw, X4,2016,Automatic,27580,Diesel,205.0,47.9,3.0,26000
437,437,13220,bmw, i8,2015,Automatic,48800,Other,0.0,134.5,1.5,37995
438,438,13221,toyota, Hilux,2020,Manual,100,Diesel,260.0,2.8,2.4,23495
439,439,13227,ford, Grand C-MAX,2017,Manual,17813,Diesel,30.0,64.2,1.5,12498
440,440,13231,ford, Edge,2017,Manual,17399,Diesel,145.0,48.7,2.0,20498
441,441,13234,audi, Q8,2019,Automatic,5680,Diesel,145.0,33.6,3.0,49495
442,442,13238,ford, Galaxy,2017,Manual,37881,Diesel,125.0,56.5,2.0,18999
443,443,13240,hyundi, I800,2018,Automatic,30459,Diesel,145.0,31.7,2.5,15999
444,444,13244,vauxhall, Antara,2013,Manual,38548,Diesel,235.0,44.1,2.2,6700
445,445,13245,bmw, Z4,2020,Semi-Auto,9,Petrol,145.0,38.7,2.0,31990
446,446,13248,vw, Arteon,2019,Semi-Auto,5500,Diesel,145.0,50.4,2.0,27111
447,447,13249,merc, V Class,2019,Automatic,18625,Diesel,145.0,48.7,2.1,20750
448,448,13250,vw, Caravelle,2019,Automatic,8997,Diesel,145.0,33.6,2.0,43999
449,449,13256,bmw, X4,2019,Semi-Auto,7815,Petrol,145.0,26.9,3.0,45000
450,450,13257,merc, V Class,2018,Automatic,12392,Diesel,145.0,45.6,2.1,32748
451,451,13262,skoda, Yeti,2014,Manual,90000,Diesel,30.0,61.4,1.6,5995
452,452,13265,merc, S Class,2015,Semi-Auto,41472,Diesel,160.0,51.4,3.0,22995
453,453,13267,skoda, Kamiq,2019,Semi-Auto,2814,Petrol,145.0,43.5,1.5,20991
454,454,13273,hyundi, I800,2018,Automatic,34886,Diesel,145.0,28.0,2.5,14800
455,455,13275,vauxhall, GTC,2016,Manual,27742,Diesel,30.0,65.7,1.6,10000
456,456,13279,vw, Arteon,2019,Semi-Auto,6500,Petrol,150.0,47.1,2.0,28750
457,457,13280,ford, KA,2016,Manual,52576,Petrol,30.0,57.7,1.2,4990
458,458,13287,bmw, X6,2014,Automatic,35269,Diesel,300.0,38.2,3.0,18000
459,459,13291,toyota, Avensis,2018,Manual,18785,Diesel,145.0,67.3,1.6,12667
460,460,13295,bmw, M4,2018,Manual,9662,Petrol,145.0,31.0,3.0,36991
461,461,13298,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,28945
462,462,13299,vw, Beetle,2014,Manual,61917,Petrol,165.0,46.3,1.2,10000
463,463,13305,bmw, X6,2014,Automatic,68787,Diesel,305.0,37.7,3.0,16750
464,464,13306,hyundi, IX35,2013,Manual,72205,Diesel,145.0,53.3,1.7,6990
465,465,13311,vw, CC,2016,Semi-Auto,24500,Diesel,125.0,58.9,2.0,12950
466,466,13313,bmw, X4,2019,Semi-Auto,2294,Diesel,150.0,40.9,3.0,36980
467,467,13314,toyota, Verso,2017,Manual,16836,Diesel,30.0,62.8,1.6,13995
468,468,13315,merc, X-CLASS,2019,Automatic,37,Diesel,260.0,35.8,2.3,28900
469,469,13316,skoda, Rapid,2017,Manual,15000,Petrol,145.0,62.8,1.0,10495
470,470,13319,audi, A7,2016,Automatic,55500,Petrol,325.0,29.7,4.0,43000
471,471,13326,bmw, 7 Series,2019,Semi-Auto,5364,Diesel,145.0,44.1,3.0,49990
472,472,13327,skoda, Kamiq,2020,Manual,1000,Petrol,145.0,47.1,1.0,20950
473,473,13328,audi, A8,2018,Semi-Auto,10961,Diesel,145.0,48.7,3.0,36496
474,474,13329,merc, V Class,2019,Automatic,5500,Diesel,145.0,45.6,2.1,36998
475,475,13335,vw, Caddy Maxi Life,2019,Automatic,4525,Diesel,145.0,46.3,2.0,18991
476,476,13337,merc, M Class,2014,Semi-Auto,57573,Diesel,200.0,46.3,2.1,19194
477,477,13338,merc, CLS Class,2016,Semi-Auto,29392,Diesel,165.0,51.4,3.0,21490
478,478,13349,vw, CC,2015,Semi-Auto,21700,Diesel,125.0,56.5,2.0,17495
479,479,13351,audi, A8,2015,Automatic,34899,Diesel,200.0,47.9,3.0,19100
480,480,13352,hyundi, IX35,2013,Automatic,69652,Diesel,300.0,39.2,2.0,7490
481,481,13355,vw, California,2019,Automatic,10501,Diesel,265.0,32.1,2.0,54999
482,482,13361,bmw, i3,2014,Automatic,42479,Hybrid,0.0,470.8,0.0,15450
483,483,13364,hyundi, I40,2016,Manual,61554,Diesel,125.0,60.1,1.7,8770
484,484,13366,merc, GL Class,2018,Manual,24166,Petrol,145.0,48.7,1.6,18258
485,485,13367,hyundi, Santa Fe,2010,Manual,72570,Diesel,260.0,41.5,2.2,6495
486,486,13368,merc, GL Class,2017,Automatic,15309,Diesel,145.0,64.2,2.1,19299
487,487,13371,hyundi, Santa Fe,2019,Automatic,100,Diesel,145.0,39.8,2.2,36995
488,488,13375,audi, RS6,2020,Semi-Auto,1500,Petrol,150.0,22.1,4.0,109495
489,489,13377,audi, A7,2019,Semi-Auto,2999,Diesel,145.0,35.8,3.0,47990
490,490,13379,skoda, Yeti,2016,Semi-Auto,43737,Petrol,125.0,51.4,1.2,9360
491,491,13383,ford, Grand C-MAX,2015,Manual,22304,Petrol,30.0,54.3,1.0,9100
492,492,13384,vw, Caddy Maxi Life,2016,Semi-Auto,20625,Diesel,145.0,54.3,2.0,16495
493,493,13386,ford, Grand C-MAX,2016,Manual,54727,Diesel,30.0,64.2,1.5,8599
494,494,13387,merc, SLK,2015,Automatic,36860,Diesel,145.0,56.5,2.1,14995
495,495,13393,ford, Tourneo Custom,2016,Manual,30010,Diesel,235.0,44.1,2.0,17998
496,496,13396,skoda, Rapid,2018,Manual,11713,Petrol,150.0,61.4,1.0,8990
497,497,13398,skoda, Yeti,2017,Semi-Auto,16888,Petrol,125.0,51.4,1.2,13990
498,498,13400,toyota, Prius,2017,Automatic,23343,Hybrid,135.0,94.1,1.8,19750
499,499,13402,skoda, Rapid,2017,Manual,20395,Petrol,150.0,57.7,1.2,8995
500,500,13406,merc, CLS Class,2017,Automatic,9165,Diesel,150.0,51.4,3.0,26166
501,501,13408,merc, S Class,2018,Semi-Auto,1861,Petrol,145.0,40.9,3.0,57995
502,502,13409,toyota, Avensis,2017,Manual,16355,Diesel,20.0,67.3,1.6,11995
503,503,13413,merc, M Class,2014,Automatic,70308,Diesel,200.0,44.8,2.1,16087
504,504,13414,merc, V Class,2015,Automatic,99960,Diesel,200.0,45.6,2.1,19500
505,505,13416,hyundi, Santa Fe,2016,Semi-Auto,10278,Diesel,235.0,42.2,2.2,19990
506,506,13419,bmw, M4,2019,Semi-Auto,25,Petrol,145.0,34.0,3.0,45898
507,507,13420,merc, SLK,2015,Automatic,21680,Diesel,150.0,56.5,2.1,15599
508,508,13422,hyundi, I40,2017,Manual,22336,Diesel,145.0,65.7,1.7,11698
509,509,13424,vw, Tiguan Allspace,2019,Semi-Auto,6091,Diesel,145.0,44.1,2.0,32562
510,510,13432,vw, CC,2013,Manual,74000,Diesel,30.0,60.1,2.0,7990
511,511,13433,ford, KA,2011,Manual,66561,Petrol,30.0,57.7,1.2,3698
512,512,13437,skoda, Scala,2019,Manual,4380,Petrol,145.0,49.6,1.0,16491
513,513,13438,vw, Scirocco,2009,Manual,35937,Petrol,260.0,37.2,2.0,7990
514,514,13442,toyota, Prius,2019,Automatic,6053,Other,135.0,217.3,1.8,26700
515,515,13443,vw, Scirocco,2017,Automatic,33103,Diesel,145.0,53.3,2.0,16500
516,516,13444,skoda, Kamiq,2019,Manual,9246,Petrol,145.0,47.1,1.0,19000
517,517,13446,ford, Galaxy,2017,Manual,33115,Diesel,125.0,56.5,2.0,17999
518,518,13447,vw, Caravelle,2019,Automatic,10500,Diesel,145.0,33.6,2.0,56000
519,519,13449,ford, KA,2016,Manual,33236,Petrol,30.0,57.7,1.2,4941
520,520,13454,ford, KA,2010,Manual,48000,Petrol,30.0,55.4,1.2,2995
521,521,13460,skoda, Kamiq,2020,Semi-Auto,1575,Petrol,145.0,43.5,1.5,19885
522,522,13462,hyundi, Santa Fe,2015,Semi-Auto,46045,Diesel,265.0,42.2,2.2,16990
523,523,13468,bmw, X7,2019,Semi-Auto,3300,Diesel,145.0,33.6,3.0,74140
524,524,13470,vauxhall, Combo Life,2019,Manual,4538,Diesel,150.0,53.3,1.5,14498
525,525,13472,vw, Jetta,2017,Manual,69222,Diesel,145.0,67.3,2.0,8852
526,526,13473,toyota, Verso,2017,Automatic,10772,Petrol,150.0,42.8,1.8,15330
527,527,13477,vw, Shuttle,2019,Semi-Auto,13859,Diesel,145.0,32.8,2.0,23329
528,528,13478,ford, Grand C-MAX,2017,Manual,5859,Petrol,30.0,54.3,1.0,11500
529,529,13479,ford, Galaxy,2010,Manual,113000,Diesel,200.0,49.6,2.0,5995
530,530,13480,hyundi, IX35,2014,Manual,35452,Diesel,165.0,50.4,1.7,8498
531,531,13496,audi, R8,2013,Semi-Auto,10800,Petrol,570.0,22.4,4.2,54850
532,532,13503,toyota, Avensis,2017,Manual,24705,Petrol,145.0,47.1,1.8,12498
533,533,13504,merc, X-CLASS,2019,Automatic,303,Diesel,265.0,31.4,3.0,37891
534,534,13505,ford, Edge,2019,Semi-Auto,3157,Diesel,145.0,37.2,2.0,32470
535,535,13508,toyota, Hilux,2019,Automatic,5869,Diesel,260.0,36.2,2.4,33750
536,536,13509,vw, Beetle,2016,Manual,11500,Petrol,125.0,51.4,1.2,11990
537,537,13513,bmw, 8 Series,2019,Automatic,953,Petrol,145.0,26.9,4.4,73900
538,538,13524,audi, Q8,2020,Semi-Auto,4174,Diesel,145.0,30.7,4.0,86995
539,539,13525,toyota, Verso,2016,Manual,30671,Diesel,30.0,62.8,1.6,12495
540,540,13526,bmw, M3,2017,Semi-Auto,14894,Petrol,300.0,34.0,3.0,38000
541,541,13530,skoda, Rapid,2015,Manual,37657,Diesel,0.0,67.3,1.6,7900
542,542,13534,audi, A7,2015,Automatic,31000,Diesel,125.0,58.9,3.0,16990
543,543,13535,hyundi, Santa Fe,2019,Automatic,5000,Diesel,145.0,39.8,2.2,36495
544,544,13541,bmw, X6,2016,Semi-Auto,21088,Diesel,200.0,47.1,3.0,30891
545,545,13547,audi, RS5,2019,Automatic,6000,Petrol,145.0,29.7,2.9,66990
546,546,13551,merc, V Class,2019,Automatic,1253,Diesel,145.0,36.2,2.0,58800
547,547,13552,bmw, M4,2016,Semi-Auto,23765,Petrol,300.0,34.0,3.0,34932
548,548,13553,bmw, X4,2016,Semi-Auto,64000,Diesel,145.0,54.3,2.0,20022
549,549,13558,ford, Galaxy,2012,Manual,75179,Diesel,165.0,49.6,2.0,7990
550,550,13562,audi, RS4,2019,Automatic,5159,Petrol,145.0,29.1,2.9,59450
551,551,13563,skoda, Scala,2019,Manual,4292,Petrol,145.0,49.6,1.0,15312
552,552,13566,merc, M Class,2014,Semi-Auto,48928,Diesel,200.0,46.3,2.1,18500
553,553,13573,bmw, X4,2019,Semi-Auto,1501,Diesel,145.0,40.9,3.0,41995
554,554,13577,vw, Shuttle,2020,Manual,1000,Diesel,150.0,37.7,2.0,25199
555,555,13581,bmw, Z4,2020,Automatic,2500,Petrol,145.0,38.7,2.0,35995
556,556,13584,merc, M Class,2013,Automatic,66426,Diesel,300.0,39.2,3.0,15890
557,557,13587,ford, Grand C-MAX,2017,Manual,29396,Diesel,30.0,64.2,1.5,11998
558,558,13594,toyota, Avensis,2018,Manual,31174,Diesel,145.0,61.4,2.0,14495
559,559,13595,ford, Edge,2018,Manual,18301,Diesel,145.0,48.7,2.0,19790
560,560,13597,merc, GL Class,2016,Semi-Auto,64025,Diesel,325.0,36.2,3.0,29090
561,561,13603,toyota, Hilux,2017,Automatic,20758,Diesel,260.0,36.2,2.4,19350
562,562,13604,toyota, Avensis,2017,Manual,41211,Diesel,145.0,67.3,1.6,10800
563,563,13606,vauxhall, Combo Life,2019,Manual,10994,Diesel,145.0,53.3,1.5,13498
564,564,13610,bmw, 8 Series,2020,Semi-Auto,123,Petrol,145.0,33.2,3.0,66991
565,565,13617,skoda, Rapid,2014,Manual,41648,Petrol,125.0,52.3,1.2,6995
566,566,13619,hyundi, Santa Fe,2019,Semi-Auto,2715,Diesel,145.0,42.8,2.2,29995
567,567,13620,audi, Q8,2018,Automatic,7000,Diesel,145.0,33.6,3.0,51495
568,568,13621,toyota, Verso,2017,Manual,27553,Diesel,30.0,62.8,1.6,11998
569,569,13622,audi, A7,2018,Semi-Auto,12958,Diesel,145.0,52.3,3.0,29900
570,570,13624,bmw, X7,2019,Semi-Auto,4997,Diesel,145.0,31.4,3.0,69995
571,571,13626,hyundi, I800,2018,Automatic,34103,Diesel,145.0,33.6,2.5,15299
572,572,13627,ford, Tourneo Connect,2018,Manual,30000,Diesel,145.0,64.2,1.5,14999
573,573,13628,toyota, Avensis,2015,Manual,68200,Diesel,30.0,61.4,2.0,6695
574,574,13631,merc, GL Class,2016,Automatic,37989,Diesel,330.0,36.2,3.0,31988
575,575,13634,audi, A8,2019,Automatic,5000,Diesel,145.0,40.4,3.0,47990
576,576,13639,ford, KA,2013,Manual,30626,Petrol,30.0,57.7,1.2,3991
577,577,13640,vauxhall, Combo Life,2019,Manual,9000,Petrol,145.0,42.2,1.2,15760
578,578,13645,toyota, IQ,2009,Manual,74095,Petrol,0.0,65.7,1.0,2699
579,579,13647,ford, Puma,2020,Manual,384,Petrol,145.0,49.6,1.0,24500
580,580,13649,toyota, GT86,2019,Manual,7056,Petrol,145.0,33.2,2.0,25121
581,581,13651,ford, Tourneo Custom,2016,Manual,26807,Diesel,200.0,46.3,2.0,16798
582,582,13652,toyota, Avensis,2016,Manual,55086,Diesel,20.0,67.3,1.6,10995
583,583,13654,hyundi, Santa Fe,2020,Semi-Auto,985,Diesel,150.0,39.2,2.2,36990
584,584,13655,bmw, X4,2020,Semi-Auto,117,Diesel,145.0,40.9,3.0,53630
585,585,13662,audi, A8,2015,Automatic,30306,Petrol,570.0,25.0,6.3,32000
586,586,13665,audi, R8,2008,Automatic,52500,Petrol,580.0,21.0,4.2,33950
587,587,13666,hyundi, I800,2018,Manual,37324,Diesel,145.0,28.0,2.5,15998
588,588,13668,hyundi, I40,2013,Manual,58232,Diesel,30.0,65.7,1.7,7191
589,589,13670,hyundi, IX20,2017,Automatic,27347,Petrol,150.0,43.5,1.6,10499
590,590,13672,merc, CLA Class,2016,Manual,37756,Diesel,20.0,67.3,2.1,15800
